seed,user_pnl,arb_profit,lp_profit_value,total_volume,lp_profit_per_1m_vol,arb_trade_count,intervention_rate,avg_spread_pct,max_spread_pct,rmse_price,impermanent_loss_pct,total_compute_units,avg_cu_per_swap,total_swaps,successful_swaps
100,-1478803.7823,391730.8000,1146419.2591,143007289.8417,8016.5092,1999,0.015593,6.661832,19.810151,0.046335,-17.798337,7690562788,59989.73,128198,128198
1000,-1374085.9791,238611.8605,1054534.6686,137149005.8198,7688.9706,1999,0.015658,6.329354,19.942850,0.044134,-16.632800,7660016224,60000.44,127666,127666
1001,-1394126.8432,240002.5075,1067047.2769,139459181.5661,7651.3232,1999,0.015584,6.406386,19.765656,0.044464,-16.840983,7695505498,59993.18,128273,128273
1002,-1472163.7667,172551.7781,1104725.0308,142288729.1436,7763.9672,1999,0.015613,6.629247,22.327461,0.045893,-17.639027,7683823898,60015.34,128031,128031
1003,-1434226.5652,91975.3142,1061054.3404,139942983.8838,7582.0474,1999,0.015614,6.508727,18.700310,0.045131,-17.120951,7679415636,59982.78,128027,128027
1004,-1507714.7090,365205.9575,1153249.1833,144841275.7540,7962.1584,1999,0.015591,6.688529,19.941966,0.046783,-17.999253,7695039220,60018.56,128211,128211
1005,-1444446.8348,286211.4052,1100233.6063,141291618.5484,7786.9701,1999,0.015638,6.532632,19.810281,0.045530,-17.304019,7672750448,60022.14,127832,127832
1006,-1456992.1849,268197.3822,1099572.1984,141408909.9989,7775.8339,1998,0.015566,6.574283,23.807313,0.045767,-17.353370,7710417530,60070.57,128356,128356
1007,-1491064.2523,363681.0940,1145176.6495,144858570.0642,7905.4808,1999,0.015605,6.666785,23.180805,0.046388,-17.859010,7687507810,60012.71,128098,128098
1008,-1435903.7597,463179.1788,1135824.2180,142685914.9855,7960.3107,1998,0.015604,6.542043,19.103043,0.045401,-17.431099,7682254124,59995.58,128047,128047
1009,-1458545.0436,42027.1928,1065799.6293,140543255.8928,7583.4278,1999,0.015571,6.584148,19.143637,0.045556,-17.329848,7705995364,60025.36,128379,128379
101,-1449421.1877,459482.3947,1136346.4948,140994826.1879,8059.4907,1999,0.015674,6.595500,24.123777,0.045936,-17.471522,7651292832,59992.26,127538,127538
1010,-1425407.5068,442375.1206,1124186.9019,141317473.9483,7955.0453,1999,0.015600,6.512297,20.827814,0.045260,-17.291903,7694741038,60049.02,128141,128141
1011,-1423303.6313,158373.4449,1067762.6421,139878439.0119,7633.5041,1999,0.015563,6.482882,23.460611,0.044993,-17.064850,7710505070,60031.03,128442,128442
1012,-1424016.2866,338727.3443,1098475.5186,141402868.4588,7768.4104,1999,0.015635,6.463861,19.866176,0.045039,-17.138239,7680831902,60074.08,127856,127856
1013,-1473428.7520,328776.2369,1123756.8563,142841502.5470,7867.1593,1999,0.015606,6.630006,20.619854,0.046094,-17.599068,7690621722,60039.36,128093,128093
1014,-1529424.8418,330952.5018,1163042.8000,147006652.1417,7911.4978,1999,0.015648,6.766593,20.592904,0.046983,-18.241541,7664209241,59993.34,127751,127751
1015,-1430913.3752,470445.5058,1126253.9476,140706973.2637,8004.2511,1999,0.015638,6.532723,23.557842,0.045411,-17.276496,7674977823,60042.38,127826,127826
1016,-1466072.2194,393964.1683,1138431.5414,144095676.3289,7900.5253,1999,0.015554,6.612483,19.607498,0.045829,-17.659818,7711104451,59998.79,128521,128521
1017,-1432683.5738,491194.6887,1119547.2235,139396626.7298,8031.3796,1999,0.015653,6.522255,23.833301,0.045747,-17.148651,7670595892,60064.96,127705,127705
1018,-1425849.5289,367855.3357,1111735.0753,140731496.9097,7899.6891,1999,0.015604,6.493574,22.839492,0.045211,-17.267314,7684229566,59982.90,128107,128107
1019,-1420025.5382,180622.8332,1083314.0434,140829822.4052,7692.3625,1999,0.015576,6.468431,18.458489,0.044913,-17.229131,7709345220,60069.23,128341,128341
102,-1395918.3062,410091.0916,1090535.8450,138210406.5941,7890.4033,1999,0.015571,6.453422,20.277952,0.044896,-16.838201,7698794402,59970.20,128377,128377
1020,-1500978.8120,394200.4469,1152583.7972,147105258.6517,7835.0958,1999,0.015652,6.650468,18.301519,0.046512,-17.920718,7667697100,60038.50,127713,127713
1021,-1369445.1474,216272.9177,1047047.4098,137738031.5472,7601.7306,1999,0.015637,6.314709,19.278659,0.043951,-16.564749,7672317654,60017.82,127834,127834
1022,-1412206.3342,227577.9712,1074959.2013,139705382.0629,7694.4724,1999,0.015602,6.407728,23.691582,0.044747,-17.008050,7687893832,60002.61,128126,128126
1023,-1408750.4440,403841.4491,1099616.0513,140394872.6316,7832.3092,1999,0.015623,6.440244,21.992205,0.044738,-16.998232,7670893174,59949.93,127955,127955
1024,-1489673.3586,334247.0094,1132869.3373,143530389.6305,7892.8883,1999,0.015594,6.645124,24.274658,0.046416,-17.744971,7697914672,60048.95,128194,128194
1025,-1384659.7152,323112.9536,1067171.1874,138658623.2385,7696.3925,1999,0.015626,6.362926,18.842406,0.044474,-16.664326,7683492982,60062.01,127926,127926
1026,-1457305.7746,292655.6928,1118778.2639,143489959.6870,7796.9097,1999,0.015616,6.587950,22.010825,0.045539,-17.569771,7680357831,59999.98,128006,128006
1027,-1386101.4744,372955.0328,1075573.0233,139038951.7436,7735.7676,1999,0.015605,6.364372,20.081907,0.044374,-16.685719,7697086008,60085.60,128102,128102
1028,-1503175.8552,418018.3583,1159450.8887,145552240.2845,7965.8746,1999,0.015601,6.678070,21.051857,0.046552,-17.971710,7692674550,60037.58,128131,128131
1029,-1486882.9172,130047.3966,1102749.6604,143378313.3889,7691.1887,1999,0.015640,6.629626,24.743624,0.046162,-17.722632,7675489455,60053.90,127810,127810
103,-1346608.8394,488708.7036,1075218.4306,135666400.6685,7925.4585,1999,0.015599,6.320249,17.754821,0.043925,-16.381821,7692694159,60030.23,128147,128147
1030,-1451840.3549,295708.7369,1106114.7475,143560404.6644,7704.8734,1999,0.015557,6.508641,20.491325,0.045493,-17.379643,7722106553,60096.55,128495,128495
1031,-1427067.7446,444640.5189,1122650.0738,140927088.3737,7966.1766,1999,0.015625,6.529430,22.594250,0.045279,-17.270051,7679338089,60024.84,127936,127936
1032,-1430020.0434,247086.8333,1088168.9922,140579056.9457,7740.6195,1999,0.015557,6.491024,21.569246,0.045109,-17.186054,7713991580,60032.93,128496,128496
1033,-1391350.5784,275743.5098,1067363.7442,138798058.6104,7690.0481,1999,0.015568,6.386188,18.575048,0.044330,-16.770312,7703342382,59993.94,128402,128402
1034,-1402251.6909,412906.4697,1092303.6117,139427018.9193,7834.2320,1999,0.015640,6.439337,23.006556,0.044946,-16.868758,7664079342,59961.35,127817,127817
1035,-1487602.1559,283055.0940,1129179.7908,142986154.0438,7897.1268,1999,0.015639,6.640887,22.764316,0.046348,-17.789883,7669337521,59999.20,127824,127824
1036,-1490387.5262,368656.3697,1142857.2870,145384842.2100,7860.9109,1999,0.015643,6.655513,19.181427,0.046272,-17.816809,7675456534,60063.52,127789,127789
1037,-1476034.6663,276772.9345,1123134.5246,144546707.1727,7770.0457,1999,0.015571,6.621076,22.411992,0.045870,-17.696559,7701979278,59995.48,128376,128376
1038,-1458370.0386,317759.1289,1117823.3193,141551254.1926,7896.9510,1999,0.015549,6.614256,22.265837,0.045921,-17.510416,7712566712,59991.96,128560,128560
1039,-1463201.4857,120323.9157,1087284.0336,141946783.4302,7659.8004,1999,0.015649,6.593551,21.418572,0.045600,-17.482897,7667020083,60020.51,127740,127740
104,-1470748.8835,229084.6568,1105863.1449,141884133.7250,7794.1283,1999,0.015645,6.635515,20.900016,0.045983,-17.541925,7660739807,59955.39,127774,127774
1040,-1513947.9978,405847.8111,1168838.6000,145578900.1342,8028.9012,1999,0.015596,6.700370,22.251513,0.046901,-18.144945,7694192933,60031.15,128170,128170
1041,-1467253.5666,424957.8675,1143245.0704,143453273.9858,7969.4596,1999,0.015670,6.588107,21.720933,0.046049,-17.667254,7651799782,59982.60,127567,127567
105,-1430169.2756,591537.4725,1139960.1438,140524517.6052,8112.1797,1999,0.015617,6.542342,22.182648,0.045687,-17.228646,7679440367,59995.16,128001,128001
106,-1359498.5132,270083.2423,1049248.6329,135561164.2576,7740.0385,1999,0.015556,6.328777,22.585305,0.044018,-16.472141,7711580502,60009.50,128506,128506
107,-1390417.5380,226392.7538,1053812.2384,136491738.3289,7720.7035,1999,0.015600,6.446920,18.488384,0.044574,-16.677863,7680622543,59940.71,128137,128137
108,-1524544.1947,435056.1298,1191975.8802,148462058.2435,8028.8250,1999,0.015602,6.727975,22.886827,0.046907,-18.425188,7690643523,60023.60,128127,128127
109,-1458850.7490,246856.4266,1103374.1042,142347050.7922,7751.2959,1999,0.015630,6.560261,22.108129,0.045643,-17.450128,7676485406,60020.84,127897,127897
110,-1498289.4432,296697.4223,1140852.7659,144927313.6337,7871.8962,1999,0.015626,6.694971,20.083533,0.046459,-17.944086,7684724076,60072.11,127925,127925
111,-1475213.7513,233937.4609,1109095.1008,142646461.4900,7775.1322,1999,0.015612,6.654802,19.409120,0.046042,-17.585329,7679160225,59974.23,128041,128041
112,-1434470.8671,251646.0940,1094962.2634,140231492.6781,7808.2479,1999,0.015671,6.540840,18.600222,0.045435,-17.279449,7656900209,60025.40,127561,127561
113,-1477727.1157,405999.8499,1147128.7132,143697227.7578,7982.9565,1999,0.015597,6.643036,21.199609,0.046413,-17.778468,7693455043,60028.21,128164,128164
114,-1398526.4577,543596.8475,1114147.3738,138580127.2950,8039.7341,1999,0.015598,6.412136,18.065573,0.044963,-16.907994,7685866490,59972.27,128157,128157
115,-1428844.3625,281800.5308,1093507.3851,140273924.7133,7795.5143,1999,0.015560,6.517915,21.994967,0.045289,-17.189459,7711001773,60023.21,128467,128467
116,-1398930.4779,80760.5479,1037030.1030,137518273.9708,7541.0349,1999,0.015637,6.388363,21.332720,0.044491,-16.743665,7668777579,59987.31,127840,127840
117,-1563953.8078,317256.7707,1181811.4233,147437619.7336,8015.6708,1999,0.015602,6.824339,21.526377,0.047783,-18.592228,7689505410,60015.18,128126,128126
118,-1461629.9561,248086.9163,1108626.1468,142361957.9277,7787.3764,1999,0.015661,6.575220,19.915715,0.045746,-17.525509,7658376287,59997.46,127645,127645
119,-1487696.9794,474571.4591,1168345.0987,144290006.9835,8097.2004,1999,0.015619,6.696571,22.016938,0.046416,-17.953915,7675431099,59971.80,127984,127984
120,-1530525.5531,317778.4113,1156459.1286,145295082.0249,7959.3825,1999,0.015662,6.801983,21.594887,0.047221,-18.179201,7660364612,60017.74,127635,127635
121,-1498473.4272,276429.5498,1138169.6997,145255757.9623,7835.6254,1999,0.015577,6.691481,27.775528,0.046484,-17.947667,7704226252,60035.43,128328,128328
122,-1446301.4155,287686.3133,1103944.6340,141030609.6435,7827.6953,1999,0.015597,6.538181,19.243511,0.045497,-17.354730,7693532506,60026.47,128169,128169
123,-1396339.4905,347553.7267,1081737.4186,137186111.0192,7885.1817,1999,0.015604,6.428161,20.981788,0.044795,-16.839000,7691615545,60041.49,128105,128105
124,-1411473.2474,318642.1691,1084473.5258,139270769.6936,7786.7993,1999,0.015641,6.439653,23.115543,0.044958,-16.961326,7672479045,60032.70,127805,127805
125,-1397748.5112,450480.7451,1099570.7132,137341848.5415,8006.0865,1999,0.015624,6.453923,18.894431,0.044959,-16.886898,7678193314,60011.67,127945,127945
126,-1508924.7511,484318.7810,1181148.0095,146189283.5980,8079.5800,1999,0.015628,6.712083,18.394826,0.046840,-18.151950,7677227767,60019.61,127912,127912
127,-1568053.6434,490122.7990,1215907.6982,149867453.4175,8113.2205,1999,0.015606,6.846089,23.826791,0.047842,-18.729800,7684838776,59994.21,128093,128093
128,-1416884.2330,392994.7029,1100187.1315,138245343.9536,7958.2220,1999,0.015604,6.506999,19.406346,0.045268,-17.043138,7683559208,59976.26,128110,128110
129,-1361411.4890,309450.2270,1055826.1772,134222759.0598,7866.2232,1999,0.015632,6.365272,19.972895,0.044179,-16.490604,7672926082,60000.99,127880,127880
130,-1490312.7364,225161.3283,1119642.9380,143250961.9161,7815.9541,1999,0.015624,6.637248,22.240928,0.046292,-17.776130,7677871709,60009.16,127945,127945
131,-1426434.3179,321640.8550,1093185.4777,138802223.9574,7875.8499,1998,0.015593,6.516420,21.677167,0.045334,-17.103779,7687828580,59997.41,128136,128136
132,-1397669.0634,304212.3499,1067469.7533,136860325.9025,7799.7020,1999,0.015565,6.442497,21.413618,0.044794,-16.729817,7705310328,59996.19,128430,128430
133,-1333259.2894,374130.6806,1046710.1203,132847986.0751,7879.0063,1999,0.015645,6.263269,23.335566,0.043716,-16.186785,7669014588,60019.21,127776,127776
134,-1451830.8870,436880.0691,1138032.7136,142034359.7183,8012.3761,1999,0.015591,6.531659,19.703802,0.045790,-17.543305,7692489252,59998.67,128211,128211
135,-1450668.5370,284274.4626,1104013.1474,141139617.5232,7822.1350,1999,0.015640,6.547970,24.340089,0.045644,-17.371329,7673897934,60040.51,127812,127812
136,-1535214.0074,392863.3212,1174350.1602,147852124.5707,7942.7344,1999,0.015625,6.759953,25.612839,0.047121,-18.287114,7683281754,60057.07,127933,127933
137,-1438049.3148,328646.8392,1108147.7014,141819349.0228,7813.7977,1999,0.015617,6.548356,21.174032,0.045404,-17.317476,7685532441,60041.81,128003,128003
138,-1477080.1944,385914.0811,1139302.7409,142314256.2691,8005.5419,1999,0.015563,6.653473,19.927340,0.046402,-17.709055,7710378323,60029.10,128444,128444
139,-1534781.5951,275429.9260,1151730.4390,146495551.9946,7861.8799,1999,0.015637,6.791467,21.406865,0.046971,-18.204328,7682996281,60099.47,127838,127838
140,-1421231.4599,257015.4036,1083106.8373,139420632.7675,7768.6266,1999,0.015577,6.498947,19.725634,0.044992,-17.079943,7702354282,60021.31,128327,128327
141,-1369215.2440,213968.6713,1045254.5672,135747460.5046,7699.9935,1999,0.015644,6.352714,21.182600,0.044144,-16.544241,7667685080,60005.99,127782,127782
142,-1446968.9014,308522.4293,1106804.1271,140729250.9880,7864.7766,1999,0.015676,6.587864,21.745092,0.045623,-17.354948,7651652574,60002.14,127523,127523
143,-1492210.8798,370033.1642,1145150.5044,144147220.3754,7944.3121,1999,0.015604,6.647917,21.290995,0.046329,-17.847554,7695092531,60066.29,128110,128110
144,-1430673.0856,287852.4067,1086585.7602,138435276.1600,7849.0526,1999,0.015690,6.495639,18.505535,0.045490,-17.086458,7650694580,60050.19,127405,127405
145,-1386952.5047,241648.2941,1061164.2030,138470134.6331,7663.4879,1999,0.015618,6.413516,18.676884,0.044268,-16.742477,7682022225,60020.49,127990,127990
146,-1470434.2987,346000.5937,1133596.3355,142807612.7118,7937.9265,1999,0.015604,6.610632,22.546850,0.046014,-17.694983,7687154947,60006.21,128106,128106
147,-1479825.3686,438783.6673,1154622.0194,144198242.7672,8007.1851,1999,0.015599,6.659237,18.833302,0.046299,-17.821136,7694326080,60040.62,128152,128152
148,-1469431.5040,344054.3639,1124932.7376,142897089.6788,7872.3278,1999,0.015591,6.603432,17.864952,0.046027,-17.578057,7688872949,59969.99,128212,128212
149,-1435920.8841,379919.5782,1109535.7379,141062942.9777,7865.5366,1999,0.015609,6.531713,28.462909,0.045555,-17.233320,7692006977,60060.49,128071,128071
150,-1463787.0098,272134.0861,1108392.4957,141911287.7820,7810.4604,1999,0.015611,6.642004,22.559805,0.045940,-17.480268,7690832957,60060.23,128052,128052
151,-1518056.3364,261339.0401,1135283.2576,144529966.6376,7855.0026,1999,0.015574,6.681284,22.631773,0.046961,-17.974574,7698189220,59977.17,128352,128352
152,-1362640.4010,352238.9934,1059734.7357,134928650.1670,7854.0379,1999,0.015620,6.350380,22.614704,0.044242,-16.464029,7667760908,59916.08,127975,127975
153,-1462749.9602,264894.6679,1113292.5943,142124187.0550,7833.2381,1999,0.015606,6.601695,22.975523,0.045810,-17.558839,7692458823,60055.58,128089,128089
154,-1366347.1931,515485.9810,1091506.7958,136999408.7897,7967.2373,1999,0.015627,6.317806,21.906792,0.044480,-16.591256,7678662105,60027.53,127919,127919
155,-1465050.3730,614703.1744,1170334.1296,143443708.4064,8158.8390,1999,0.015640,6.620332,25.620564,0.046320,-17.665693,7678176289,60072.58,127815,127815
156,-1483196.0971,340067.7585,1135650.0977,143818145.1905,7896.4313,1999,0.015615,6.631555,20.724589,0.046187,-17.759088,7686725504,60045.51,128015,128015
157,-1555047.3619,460832.0832,1197385.4874,146720739.1540,8160.9832,1999,0.015596,6.820561,20.845440,0.047688,-18.508007,7692750170,60018.02,128174,128174
158,-1343203.1178,405977.4609,1052837.0666,134996505.9428,7798.9949,1999,0.015587,6.286856,20.410642,0.043935,-16.228976,7697086986,60018.14,128246,128246
