seed,user_pnl,arb_profit,lp_profit_value,total_volume,lp_profit_per_1m_vol,arb_trade_count,intervention_rate,avg_spread_pct,max_spread_pct,rmse_price,impermanent_loss_pct,total_compute_units,avg_cu_per_swap,total_swaps,successful_swaps
100,-2846898.5624,0.0000,2846898.5624,727558673.7112,3912.9470,0,0.000000,34.250103,92.835339,0.404335,-44.482790,15751747522,30686.32,513315,513315
1000,-2878179.5312,0.0000,2878179.5312,733101659.8837,3926.0306,0,0.000000,35.092133,94.802343,0.346705,-44.971555,15688305079,30686.89,511238,511238
1001,-2859356.7261,0.0000,2859356.7261,725510104.6180,3941.1673,0,0.000000,33.434517,97.382097,0.369280,-44.677449,15738354191,30686.89,512869,512869
1002,-2940993.8176,0.0000,2940993.8176,750252720.3818,3920.0042,0,0.000000,35.914169,102.993413,0.409206,-45.953028,15690008627,30687.28,511287,511287
1003,-2916111.4891,0.0000,2916111.4891,745630218.0510,3910.9352,0,0.000000,34.228421,97.378222,0.472468,-45.564242,15698208721,30686.88,511561,511561
1004,-2920639.6271,0.0000,2920639.6271,744586122.6561,3922.5008,0,0.000000,35.371631,111.971445,0.427037,-45.634994,15725169912,30686.91,512439,512439
1005,-2995259.8402,0.0000,2995259.8402,760443468.6197,3938.8330,0,0.000000,35.902769,112.643707,0.365303,-46.800935,15676029819,30687.67,510825,510825
1006,-2847534.6872,0.0000,2847534.6872,725548481.8657,3924.6649,0,0.000000,33.901847,84.846209,0.463827,-44.492729,15740254168,30686.23,512942,512942
1007,-2928857.3427,0.0000,2928857.3427,743022230.0406,3941.8166,0,0.000000,34.956320,95.270247,0.350698,-45.763396,15720103845,30687.15,512270,512270
1008,-2894362.9108,0.0000,2894362.9108,733832121.0579,3944.1758,0,0.000000,34.165503,89.561998,0.355645,-45.224420,15724110343,30686.88,512405,512405
1009,-2895411.7069,0.0000,2895411.7069,735097841.7056,3938.8113,0,0.000000,34.225458,115.714525,0.394653,-45.240808,15719615125,30686.91,512258,512258
101,-2853504.4032,0.0000,2853504.4032,728987914.2283,3914.3371,0,0.000000,35.984514,91.721936,0.455204,-44.586006,15698237934,30686.45,511569,511569
1010,-2920077.2520,0.0000,2920077.2520,739283612.6644,3949.8742,0,0.000000,34.442419,108.733503,0.369043,-45.626207,15714160182,30687.16,512076,512076
1011,-2922933.5349,0.0000,2922933.5349,745768776.3951,3919.3563,0,0.000000,34.893360,87.145060,0.392408,-45.670836,15709118140,30687.03,511914,511914
1012,-2878624.1508,0.0000,2878624.1508,733374088.2698,3925.1784,0,0.000000,34.785343,104.125633,0.422646,-44.978502,15699443969,30686.89,511601,511601
1013,-2913992.0660,0.0000,2913992.0660,737688742.4384,3950.1647,0,0.000000,35.886610,91.724321,0.307933,-45.531126,15708944346,30687.35,511903,511903
1014,-2981392.3740,0.0000,2981392.3740,759231608.5117,3926.8549,0,0.000000,35.181593,92.608058,0.417385,-46.584256,15737316983,30687.32,512828,512828
1015,-2918673.1315,0.0000,2918673.1315,738927330.7757,3949.8784,0,0.000000,36.305913,89.035680,0.441952,-45.604268,15693460002,30686.71,511409,511409
1016,-2958395.8390,0.0000,2958395.8390,750351498.3222,3942.6800,0,0.000000,34.391294,111.185898,0.324681,-46.224935,15740006602,30687.36,512915,512915
1017,-2898384.8841,0.0000,2898384.8841,735070434.8943,3943.0029,0,0.000000,34.735675,108.792218,0.405679,-45.287264,15710609576,30686.94,511964,511964
